"ruleCode","severity","title","url","status"
"META_DESCRIPTION_MISSING","WARNING","Meta description is missing","https://layaalankara.in/collections/all?page=1","OPEN"
"META_DESCRIPTION_MISSING","WARNING","Meta description is missing","https://layaalankara.in/products/white-stone-gold-necklace","OPEN"
"IMAGE_MISSING_ALT","WARNING","Images missing alt attribute","https://layaalankara.in/products/white-stone-gold-necklace","OPEN"
"TITLE_DUPLICATE","WARNING","Duplicate title tag","https://layaalankara.in/products/lakshmi-necklace-set-2","OPEN"
"META_DESCRIPTION_MISSING","WARNING","Meta description is missing","https://layaalankara.in/products/lakshmi-necklace-set-2","OPEN"
"IMAGE_MISSING_ALT","WARNING","Images missing alt attribute","https://layaalankara.in/products/lakshmi-necklace-set-2","OPEN"
"META_DESCRIPTION_TOO_LONG","WARNING","Meta description is too long","https://layaalankara.in/products/small-elephant-necklace","OPEN"
"IMAGE_MISSING_ALT","WARNING","Images missing alt attribute","https://layaalankara.in/products/small-elephant-necklace","OPEN"
"META_DESCRIPTION_TOO_SHORT","WARNING","Meta description is too short","https://layaalankara.in/products/vintage-white-stone-set","OPEN"
"IMAGE_MISSING_ALT","WARNING","Images missing alt attribute","https://layaalankara.in/products/vintage-white-stone-set","OPEN"
